title,description,link,category
DOKTOR/ICA DENTALNE MEDICINE,"Opis posla: DOKTOR/ICA DENTALNE MEDICINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 12.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75220249,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA DENTALNE MEDICINE,"Opis posla: DOKTOR/ICA DENTALNE MEDICINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 10.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75128805,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA DENTALNE MEDICINE,"Opis posla: DOKTOR/ICA DENTALNE MEDICINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: ORLE, Općina: ORLE, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74930217,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA DENTALNE MEDICINE,"Opis posla: DOKTOR/ICA DENTALNE MEDICINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: DUBRAVA, Općina: DUBRAVA, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74935603,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA MEDICIINE,"Opis posla: DOKTOR/ICA MEDICIINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: OSIJEK, Općina: OSIJEK, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75080046,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA MEDICINE,"Opis posla: <P>DOKTOR/ICA MEDICINE</P>, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 14.03.2016, Mjesto rada: VRBOVEC, Općina: VRBOVEC, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74776492,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA MEDICINE SPECIJALIST/ICA - VODITELJ/ICA TIMA,"Opis posla: DOKTOR/ICA MEDICINE SPECIJALIST/ICA - VODITELJ/ICA TIMA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 07.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75002811,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA MEDICINE U TIMU 1 HM,"Opis posla: POSLOVI PRUŽANJA LIJEČNIČKE POMOĆU U HITNOJ MEDICINI<BR />, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 12.03.2016, Mjesto rada: OSIJEK, Općina: OSIJEK, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75219389,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
"DOKTOR/ICA MEDICINE, SPECIJALIST/ICA FIZIKALNE MEDICINE I REHABILITACIJE","Opis posla: POSLOVI DOKTORA MEDICINE, SPECIJALISTA FIZIKALNE I MEDICINSKE REHABILITACIJE., Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 24.03.2016, Mjesto rada: BIZOVAC, Općina: BIZOVAC, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75039194,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA OBITELJSKE (OPĆE) MEDICINE,"Opis posla: DOKTOR/ICA OBITELJSKE (OPĆE) MEDICINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: OSIJEK, Općina: OSIJEK, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75069847,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA OBITELJSKE/OPĆE MEDICINE,"Opis posla: DOKTOR/ICA OBITELJSKE/OPĆE MEDICINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 10.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75128690,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA OPĆE MEDICINE,"Opis posla: ORDINACIJA OPĆE MEDICINE - ČAĐAVICA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: ČAĐAVICA, Općina: ČAĐAVICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74965626,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA OPĆE MEDICINE,"Opis posla: ORDINACIJA OPĆE MEDICINE&amp;amp;#160;- VIROVITICA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: VIROVITICA, Općina: VIROVITICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75077582,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA OPĆE/OBITELJSKE MEDICINE,"Opis posla: DOKTOR/ICA OPĆE/OBITELJSKE MEDICINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: FARKAŠEVAC, Općina: FARKAŠEVAC, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74938411,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
DOKTOR/ICA SPECIJALIST FIZIJATAR REUMATOLOG,"Opis posla: DOKTOR/ICA SPECIJALIST FIZIJATAR REUMATOLOG, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 18.03.2016, Mjesto rada: LIVADE-LEVADE, Općina: OPRTALJ-PORTOLE, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75204492,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
ESTETSKI/A LIJEČNIK/CA,"Opis posla: <P>ESTETSKI/A LIJEČNIK/CA</P>, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 10.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74953479,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUT / FARMACEUTKINJA,"Opis posla: RAD U LJEKARNI, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 26.03.2016, Mjesto rada: NOVSKA, Općina: NOVSKA, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75047215,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUT / FARMACEUTKINJA  U LJEKARNI,"Opis posla: FARMACEUT U LJEKARNI, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 31.03.2016, Mjesto rada: OTOČAC, Općina: OTOČAC, Županija: LIČKO-SENJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75213488,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR (M/Ž),"Opis posla: RAD U LJEKARNI, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 06.03.2016, Mjesto rada: DONJA STUBICA, Općina: DONJA STUBICA, Županija: KRAPINSKO-ZAGORSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75077066,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR (M/Ž) - STRUČNO OSPOSOBLJAVANJE ZA RAD BEZ ZASNIVANJA RADNOG ODNOSA,"Opis posla: FARMACEUTSKI TEHNIČAR (M/Ž) - STRUČNO OSPOSOBLJAVANJE ZA RAD BEZ ZASNIVANJA RADNOG ODNOSA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 07.03.2016, Mjesto rada: IVANKOVO, Općina: IVANKOVO, Županija: VUKOVARSKO-SRIJEMSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75048361,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
MEDICINSKA SESTRA M/Ž,"Opis posla: RAD U ORDINACIJI OBITELJSKE MEDICINE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 02.04.2016, Mjesto rada: DRINOVCI, Općina: DRNIŠ, Županija: ŠIBENSKO-KNINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75157796,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR / TEHNIČARKA,"Opis posla: FARMACEUTSKI TEHNIČAR / TEHNIČARKA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 07.03.2016, Mjesto rada: SPLIT, Općina: SPLIT, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75214233,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/FARMACEUTSKA TEHNIČARKA,"Opis posla: <P>&amp;amp;#160;</P>, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: VIROVITICA, Općina: VIROVITICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75102506,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/FARMACEUTSKA TEHNIČARKA,"Opis posla: FARMACEUTSKI TEHNIČAR/FARMACEUTSKA TEHNIČARKA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 15.03.2016, Mjesto rada: DONJI DRAGONOŽEC, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74823361,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/FARMACEUTSKA TEHNIČARKA,"Opis posla: &amp;amp;#160;IZRADA GALENSKIH PRIPRAVAKA I OSTALIH FARMACEUTSKIH PRIPRAVAKA, UPOZNAVANJE S NAČINOM ČUVANJA I UVJETIMA ČUVANJA (IZBOR AMBALAŽE), ROKOVIMA TRAJANJA I NAČINOM IZDAVANJA GALENSKIH PRIPRAVAKA,<BR />
VOĐENJE LABORATORIJSKIH DNEVNIKA, RAD U ANALITIČKOM LABORATORIJU, IZDAVANJE LIJEKOVA KOJI SE MOGU IZDATI BEZ LIJEČNIČKOG RECEPTA TE SURAĐIVANJE U IZDAVANJU LIJEKOVA NA RECEPT, UPOZNAVANJE SA KARTOTEKOM GOTOVIH LIJEKOVA., Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Ro",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75157452,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/FARMACEUTSKA TEHNIČARKA,"Opis posla: IZRADA GALENSKIH PRIPRAVAKA I OSTALIH FARMACEUTSKIH PRIPRAVAKA, UPOZNAVANJE S NAČINOM ČUVANJA I UVJETIMA ČUVANJA (IZBOR AMBALAŽE), ROKOVIMA TRAJANJA I NAČINOM IZDAVANJA GALENSKIH PRIPRAVAKA,<BR />
VOĐENJE LABORATORIJSKIH DNEVNIKA, RAD U ANALITIČKOM LABORATORIJU, IZDAVANJE LIJEKOVA KOJI SE MOGU IZDATI BEZ LIJEČNIČKOG RECEPTA TE SURAĐIVANJE U IZDAVANJU LIJEKOVA NA RECEPT, UPOZNAVANJE SA KARTOTEKOM GOTOVIH LIJEKOVA.<BR />
<BR />, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Ro",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75159343,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/FARMACEUTSKA TEHNIČARKA,"Opis posla: IZRADA GALENSKIH PRIPRAVAKA I OSTALIH FARMACEUTSKIH PRIPRAVAKA, UPOZNAVANJE S NAČINOM ČUVANJA I UVJETIMA ČUVANJA (IZBOR AMBALAŽE), ROKOVIMA TRAJANJA I NAČINOM IZDAVANJA GALENSKIH PRIPRAVAKA,<BR />
VOĐENJE LABORATORIJSKIH DNEVNIKA, RAD U ANALITIČKOM LABORATORIJU, IZDAVANJE LIJEKOVA KOJI SE MOGU IZDATI BEZ LIJEČNIČKOG RECEPTA TE SURAĐIVANJE U IZDAVANJU LIJEKOVA NA RECEPT, UPOZNAVANJE SA KARTOTEKOM GOTOVIH LIJEKOVA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 1",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75159973,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/FARMACEUTSKA TEHNIČARKA,"Opis posla: IZRADA GALENSKIH PRIPRAVAKA I OSTALIH FARMACEUTSKIH PRIPRAVAKA, UPOZNAVANJE S NAČINOM ČUVANJA I UVJETIMA ČUVANJA (IZBOR AMBALAŽE), ROKOVIMA TRAJANJA I NAČINOM IZDAVANJA GALENSKIH PRIPRAVAKA,<BR />
VOĐENJE LABORATORIJSKIH DNEVNIKA, RAD U ANALITIČKOM LABORATORIJU, IZDAVANJE LIJEKOVA KOJI SE MOGU IZDATI BEZ LIJEČNIČKOG RECEPTA TE SURAĐIVANJE U IZDAVANJU LIJEKOVA NA RECEPT, UPOZNAVANJE SA KARTOTEKOM GOTOVIH LIJEKOVA.<BR />
<BR />, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Ro",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75160317,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/FARMACEUTSKA TEHNIČARKA,"Opis posla: IZRADA GALENSKIH PRIPRAVAKA I OSTALIH FARMACEUTSKIH PRIPRAVAKA, UPOZNAVANJE S NAČINOM ČUVANJA I UVJETIMA ČUVANJA (IZBOR AMBALAŽE), ROKOVIMA TRAJANJA I NAČINOM IZDAVANJA GALENSKIH PRIPRAVAKA,<BR />
VOĐENJE LABORATORIJSKIH DNEVNIKA, RAD U ANALITIČKOM LABORATORIJU, IZDAVANJE LIJEKOVA KOJI SE MOGU IZDATI BEZ LIJEČNIČKOG RECEPTA TE SURAĐIVANJE U IZDAVANJU LIJEKOVA NA RECEPT, UPOZNAVANJE SA KARTOTEKOM GOTOVIH LIJEKOVA.<BR />
<BR />, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Ro",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75167708,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/KA,"Opis posla: <BR />, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 10.03.2016, Mjesto rada: DUBROVNIK, Općina: DUBROVNIK, Županija: DUBROVAČKO-NERETVANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75214175,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/KA,"Opis posla: POSLOVI FARMACEUTSKOG TEHNIČARA U LJEKARNI, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 15.03.2016, Mjesto rada: GAREŠNIČKI BRESTOVAC, Općina: GAREŠNICA, Županija: BJELOVARSKO-BILOGORSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75211139,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI TEHNIČAR/KA,"Opis posla: FARMACEUTSKI TEHNIČAR/KA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 13.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75210967,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI/A TEHNIČAR/KA,"Opis posla: FARMACEUTSKI/A TEHNIČAR/KA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 07.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74928384,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI/A TEHNIČAR/KA,"Opis posla: <P>FARMACEUTSKI/A TEHNIČAR/KA</P>, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 13.03.2016, Mjesto rada: ZAGREB-SUSEDGRAD, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74914976,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FARMACEUTSKI/A TEHNIČAR/KA U ODJELU ZA KONTROLU KVALITETE OTOPINA U HRVATSKOM LESKOVCU,"Opis posla: FARMACEUTSKI/A TEHNIČAR/KA U ODJELU ZA KONTROLU KVALITETE OTOPINA U HRVATSKOM LESKOVCU, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 07.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75015359,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUT (M/Ž),"Opis posla: FIZIOTERAPETSKE TERAPIJE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 12.03.2016, Mjesto rada: LOBOR, Općina: LOBOR, Županija: KRAPINSKO-ZAGORSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75243511,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUT/FIZIOTERAPEUTKINJA,"Opis posla: MASAŽE, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 18.03.2016, Mjesto rada: POREČ-PARENZO, Općina: POREČ-PARENZO, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74837341,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUT/FIZIOTERAPEUTKINJA,"Opis posla: FIZIOTERAPEUT/FIZIOTERAPEUTKINJA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: DONJA BISTRA, Općina: BISTRA, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75048075,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUT/FIZIOTERAPEUTKINJA,"Opis posla: FIZIOTERAPEUT/FIZIOTERAPEUTKINJA<BR />
<BR />
FIZIOTERAPEUTSKE AKTIVNOSTI, MEDICINSKA I KOREKTIVNA GIMNASTIKA, IDIVIDUALNI RAD S KORISNICIMA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 10.03.2016, Mjesto rada: RIJEKA, Općina: RIJEKA, Županija: PRIMORSKO-GORANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75182548,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUT/INJA,"Opis posla: FIZIOTERAPEUT/INJA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 05.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75050825,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUT/KINJA,"Opis posla: FIZIOTERAPEUT/KINJA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 23.03.2016, Mjesto rada: PULA-POLA, Općina: PULA-POLA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74978117,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUTSKI TEHNIČAR (M/Ž),"Opis posla: PRUŽANJE FIZIOTERAPIJE PACIJENTIMA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 09.03.2016, Mjesto rada: TOPUSKO, Općina: TOPUSKO, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75171375,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUTSKI TEHNIČAR / TEHNIČARKA,"Opis posla: FIZIOTERAPEUTSKI TEHNIČAR / TEHNIČARKA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 21.03.2016, Mjesto rada: MAKARSKA, Općina: MAKARSKA, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75221566,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUTSKI TEHNIČAR/FIZIOTERAPEUTSKA TEHNIČARKA,"Opis posla: FIZIOTERAPEUTSKI TEHNIČAR/FIZIOTERAPEUTSKA TEHNIČARKA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 08.03.2016, Mjesto rada: VARAŽDIN, Općina: VARAŽDIN, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75079301,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZIOTERAPEUTSKI TEHNIČAR/TEHNIČARKA -  PRIPRAVNIK/PRIPRAVNICA,"Opis posla: POSLOVI FIZIOTERAPEUTA/TERAPEUTKINJE PREMA INTERNOM AKTU BOLNICE UZ NADZOR MENTORA., Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 11.03.2016, Mjesto rada: VARAŽDINSKE TOPLICE, Općina: VARAŽDINSKE TOPLICE, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75194294,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
FIZOTERAPEUT - MASER,"Opis posla: FIZOTERAPEUT - MASER, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 26.03.2016, Mjesto rada: BUZET, Općina: BUZET, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74360812,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
GINEKOLOG/INJA,"Opis posla: GINEKOLOG/INJA, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 31.03.2016, Mjesto rada: SAMOBOR, Općina: SAMOBOR, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75162151,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
GLAVNA /I MEDICINSKA /I  SESTRA/TEHNIČAR,"Opis posla: POSLOVI ORGANIZACIJE I VOĐENJA POSLOVA MEDICINSKE SKRBI U DOMU ZA STARIJE I NEMOĆNE OSOBE, SPOSOBNOST KOORDINACIJE I ORGANIZACIJE RADA, TIMSKI RAD , ELOKVENTNOST, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 26.03.2016, Mjesto rada: PULA-POLA, Općina: PULA-POLA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74254643,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
GLAVNA MEDICINSKA SESTRA/TEHNIČAR,"Opis posla: VODITELJ MEDICINSKE SLUŽBE U DOMU, Kategorija: ZDRAVSTVENI, PRIRODOSLOVNI I BIOTEHNIČKI STRUČNJACI, Rok za prijavu: 10.03.2016, Mjesto rada: VELIKA, Općina: VELIKA, Županija: POŽEŠKO-SLAVONSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75123877,"Zdravstveni, prirodoslovni i biotehnički stručnjaci"
